Manufacturer,Model Name,Device Name,Model Code,GPU,Form Factor,System on Chip,Total MEM,ABIs,OpenGL ES Versions,SDK
Samsung,Galaxy A6+,SM-A605G,a6plte,Adreno (TM) 506,Phone,Qualcomm SDM450,2786-3542MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S20+ 5G,SM-G986W,y2q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A51,SM-A515W,a51,Mali-G72MP3,Phone,Samsung Exynos 9611,1457-3552MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy TabS 8.4,SAMSUNG-SM-T707A,klimtlteatt,Mali-T628MP6,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy Note3 Neo,SM-N750,hl3g,Mali-T624,Phone,Samsung Exynos 5260,1711-1881MB,armeabi;armeabi-v7a,3,18;19;22
Samsung,Galaxy A41,SC-41A,SC-41A,Mali-G52 MC2MP2,Phone,Mediatek MT6768,3689MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A8,SM-A800IZ,a8hplte,Mali-T760MP6,Phone,Samsung Exynos 5433,1826-1836MB,armeabi;armeabi-v7a,3.1,22;23
Samsung,Galaxy S6 Edge,SM-G925T,zeroltetmo,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S7 ,SM-G935T,heroqltetmo,Adreno (TM) 530,Phone,Qualcomm MSM8996,3417-3722MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy A50,SM-A505U1,a50,Mali-G72MP3,Phone,Samsung Exynos 9610,1491-3590MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S7,SM-G930VL,heroqltetfnvzw,Adreno (TM) 530,Phone,Qualcomm MSM8996,3417-3722MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note20 Ultra 5G,SM-N9860,c2q,Adreno (TM) 650,Phone,Qualcomm SM8250Pro,2352MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S9,SM-G960U,starqltechn,Adreno (TM) 630,Phone,Qualcomm SDM845,3270-3581MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S10 5G,SM-G977P,beyondxq,Adreno (TM) 640,Phone,Qualcomm SM8150,3233-3297MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy J7 Pro,SM-J730FM,j7y17lte,Mali-T830MP1,Phone,Samsung Exynos 7870,2816-2825MB,armeabi;armeabi-v7a,3.2,24;27;28
Samsung,Galaxy Note10,SM-N970U1,d1q,Adreno (TM) 640,Phone,Qualcomm SM8150,3372MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S7,SM-G930V,heroqltevzw,Adreno (TM) 530,Phone,Qualcomm MSM8996,3417-3722MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy J7 V,SM-J727VPP,j7popltevzw,Adreno (TM) 506,Phone,Qualcomm MSM8953,1803-1810MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;27
Samsung,Galaxy A8,SM-A800F,a8elteskt,Mali-T628,Phone,Samsung Exynos 5430,1828-1838MB,armeabi;armeabi-v7a,3.0;3.1,22;23;24
Samsung,Galaxy J6+,SM-J610F,j6primelte,Adreno (TM) 308,Phone,Qualcomm MSM8917,2821-3589MB,armeabi;armeabi-v7a,3,27;28;29
Samsung,Galaxy A01,SM-A015T1,a01q,Adreno (TM) 505,Phone,Qualcomm SDM439,1844MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A6,SM-A600FN,a6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,2811-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy A10,SM-A105M,a10,Mali-G71MP2,Phone,Samsung Exynos 7884B,1720-1725MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note5,SM-N9200,nobleltehk,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy J7 Pop,SM-J727T,j7popelteatt,Mali-T830MP1,Phone,Samsung Exynos 7870,1799-1805MB,armeabi;armeabi-v7a,3.2,24;27
Samsung,Galaxy Tab S2 9.7,SM-T815N0,gts210ltekx,Mali-T760MP6,Tablet,Samsung Exynos 5433,2762-2783MB,armeabi;armeabi-v7a,3.1;3.2,21;23;24
Samsung,Galaxy A5(2017),SM-A520S,a5y17lteskt,Mali-T830MP3,Phone,Samsung Exynos 7880,2804-2815MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Fold,SM-F907N,winner,Adreno (TM) 640,Phone,Qualcomm SM8150,3177-3260MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6 edge,SM-G925F,zerolte,Mali-T760MP8,Phone,Samsung Exynos 7420,2679-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S9,SCV38,SCV38,Adreno (TM) 630,Phone,Qualcomm SDM845,3271-3581MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy J7 Refine,SM-J737P,j7topeltespr,Mali-G71MP2,Phone,Samsung Exynos 7884,1730-1731MB,armeabi;armeabi-v7a,3.2,26;28
Samsung,Galaxy M21,SM-M215F,m21,Mali-G72MP3,Phone,Samsung Exynos 9611,3553MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A30,SM-A305N,a30,Mali-G71MP2,Phone,Samsung Exynos 7904,2720-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note5,SM-N920P,nobleltespr,Mali-T760MP8,Phone,Samsung Exynos 7420,3660-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy J7(2016),SM-A710F,j7xelte,Mali-T720MP2,Phone,Samsung Exynos 7870,1820-1822MB,armeabi;armeabi-v7a,3.0;3.2,23;24;27
Samsung,Galaxy A7,SM-A700F,a7alte,Mali-T628,Phone,Samsung Exynos 5430,1862-1880MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy Tab S2,SM-T819Y,gts210velte,Adreno (TM) 510,Tablet,Qualcomm MSM8976,2805-2816MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Samsung,Galaxy Tab A (2018,SM-T590,gta2xlwifi,Adreno (TM) 506,2788-2790MB,Tablet, 10.5),240,27;28;29,armeabi;armeabi-v7a
Samsung,Galaxy A41,SM-A415F,a41,Mali-G52 MC2MP2,Phone,Mediatek MT6768,3691MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy TabS 8.4,SM-T705Y,klimtlte,Mali-T628MP6,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy A30,SM-A305G,a30,Mali-G71MP2,Phone,Samsung Exynos 7904,2720-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note9,SM-N9600,crownqltechn,Mali-G72MP18,Phone,Qualcomm SDM845,1480-1485MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Note10+,SC-01M,SC-01M,Adreno (TM) 640,Phone,Qualcomm SM8150,3254MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy M31,SM-M315F,m31,Mali-G72MP3,Phone,Samsung Exynos 9611,1459MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note8,SM-N950U,greatqltechn,Adreno (TM) 540,Phone,Qualcomm MSM8998,1118-1133MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy Wide3,SM-J737S,j7toplteskt,Mali-T830MP1,Phone,Samsung Exynos 7870,1816MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note3,SM-N900V,hltevzw,Adreno (TM) 330,Phone,Qualcomm MSM8974,2440-2833MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy A21s,SM-A217F,a21s,Mali-G52MP1,Phone,Samsung Exynos 850,2667-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note Edge,SM-N915A,tblteatt,Adreno (TM) 420,Phone,Qualcomm APQ8084,2777-2783MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy A8,SCV32,SCV32,Mali-T760MP6,Phone,Samsung Exynos 5433,1825-1833MB,armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy A30,SCV43-u,SCV43-u,Mali-G71MP2,Phone,Samsung Exynos 7904,3724-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Z Flip,SM-F700W,bloomq,Adreno (TM) 640,Phone,Qualcomm SM8150P,3366MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Tab S5e,SM-T727,gts4lv,Adreno (TM) 615,Tablet,Qualcomm SDM670,1552-3651MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A11,SM-A115M,a11q,Adreno (TM) 506,Phone,Qualcomm SDM450,1815-2820MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy S6,SM-G920T1,zerofltemtr,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S7,SM-G930T,heroqltevzw,Adreno (TM) 530,Phone,Qualcomm MSM8996,3417-3722MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note4,SM-N910K,treltektt,Mali-T760MP6,Phone,Samsung Exynos 5433,2819-2827MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy S10e,SM-G9700,beyond0q,Adreno (TM) 640,Phone,Qualcomm SM8150,1378-1386MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S7 edge,SM-G930F,hero2qltechn,Adreno (TM) 530,Phone,Qualcomm MSM8996,1871-3721MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note4,SM-N950F,trelte,Mali-T760MP6,Phone,Samsung Exynos 5433,2827-2834MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy J7 Prime,SM-J727T1,j7popeltemtr,Mali-T830MP1,Phone,Samsung Exynos 7870,1799-1804MB,armeabi;armeabi-v7a,3.2,24;27
Samsung,Galaxy J5,SM-J530S,j5y17lteskt,Mali-T830MP1,Phone,Samsung Exynos 7870,1816-1819MB,armeabi;armeabi-v7a,3.2,24;27;28
Samsung,Galaxy A21s,SM-A217N,a21s,Mali-G52MP1,Phone,Samsung Exynos 850,2667-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Tab S 10.5,SM-T800,chagallwifi,Mali-T628,Tablet,Samsung Exynos 5420,2773-2774MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy A20,SM-A205S,a20,Mali-G71MP2,Phone,Samsung Exynos 7884B,2720-2725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S20 5G,SM-G981U1,x1q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354-3496MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note9,SM-N960N,crownlteks,Mali-G72MP18,Phone,Samsung Exynos 9810,1519-1526MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Note 10.1 2014 Edition,SM-P605,lt03lte,Adreno (TM) 330,Tablet,Qualcomm MSM8974,2410-2804MB,armeabi;armeabi-v7a,3,18;19;22
Samsung,Galaxy S6 Edge,SM-G925V,zeroltevzw,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy J6,SM-J600F,j6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1805-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note8,SM-N950U,greatqlte,Adreno (TM) 540,Phone,Qualcomm MSM8998,1118-1133MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy S8+,SM-G955F,dream2lte,Adreno (TM) 330,Phone,Samsung Exynos 8895,3452-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy S8+,SM-G9880,dream2qltechn,Adreno (TM) 630,Phone,Qualcomm MSM8998,1250-3364MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy S8+,SC-03J,SC-03J,Adreno (TM) 540,Phone,Qualcomm MSM8998,3347-3362MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy S9+,SM-G965F,star2qltechn,Mali-G72MP18,Phone,Qualcomm SDM845,912-1483MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy J5 Prime,SM-G570F,on5xelte,Mali-T720MP1,Phone,Samsung Exynos 7570,1837-1847MB,armeabi;armeabi-v7a,3.1,23;24;26
Samsung,Galaxy Note4,SM-N910L,treltelgt,Mali-T760MP6,Phone,Samsung Exynos 5433,2819-2827MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy Tab A (2017),SM-T385S,gta2slteskt,Adreno (TM) 308,Tablet,Qualcomm MSM8917,1848-1854MB,armeabi;armeabi-v7a,3,25;27;28
Samsung,Galaxy Note4,SM-N910W8,trltecan,Adreno (TM) 420,Phone,Qualcomm APQ8084,2748-2778MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy S9+,SM-G965F,star2lte,Mali-T880MP12,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy A8+(2018),SM-A730F,jackpot2lte,Mali-G71MP2,Phone,Samsung Exynos 7885,1610-3701MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy S9+,SM-G960F,star2lte,Mali-G72MP18,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy A10,SM-A105G,a10,Mali-G71MP2,Phone,Samsung Exynos 7884B,1720-1725MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy J7 Pop,SAMSUNG-SM-J727AZ,j7popelteaio,Mali-T830MP1,Phone,Samsung Exynos 7870,1799-1805MB,armeabi;armeabi-v7a,3.2,24;27
Samsung,Galaxy S20 5G,SM-G9810,x1q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354-3496MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A51,SM-A515U,a51,Mali-G72MP3,Phone,Samsung Exynos 9611,1457-3552MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A6,SM-A600F,a6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,2811-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy A10,SM-A105F,a10,Mali-G71MP2,Phone,Samsung Exynos 7884B,1720-1725MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S20 Ultra 5G,SM-G988N,z3q,Adreno (TM) 650,Phone,Qualcomm SM8250,2355MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy A8(2016),SM-A810YZ,a8xelte,Mali-T760MP8,Phone,Samsung Exynos 7420,2682-2761MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy A30,SCV43,SCV43,Mali-G71MP2,Phone,Samsung Exynos 7904,3724-3728MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tab S4,SM-T837R4,gts4llteusc,Adreno (TM) 540,Tablet,Qualcomm MSM8998,3321-3590MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Tab S6 Lite,SM-P615N,gta4xl,Mali-G72MP3,Tablet,Samsung Exynos 9611,3552MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy M01s,SM-M017F,a10s,PowerVR Rogue GE8320,Phone,Mediatek MT6762,1786-2792MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note10,SM-N9700,d1q,Mali-G76MP12,Phone,Qualcomm SM8150,3372MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A51 5G,SM-A516B,a51x,Mali-G76MP5,Phone,Samsung Exynos 980,1228-3236MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note3,SM-N900W8,hltecan,Adreno (TM) 330,Phone,Qualcomm MSM8974,2440-2833MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy A Quantum,SM-A716S,a71x,Mali-G76MP5,Phone,Samsung Exynos 980,3218-3219MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy Note4,SAMSUNG-SM-N910A,trlteatt,Adreno (TM) 420,Phone,Qualcomm APQ8084,2777-2783MB,armeabi;armeabi-v7a,3.0;3.1,19;21;22;23
Samsung,Galaxy S6,SM-G920L,zeroflte,Mali-T760MP8,Phone,Samsung Exynos 7420,2679-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy A8(2016),SM-A810S,a8xelteskt,Mali-T760MP8,Phone,Samsung Exynos 7420,2682-2761MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy S20+ 5G,SM-G9860,y2q,Adreno (TM) 650,Phone,Qualcomm SM8250,2354MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy C7 Pro,SM-C701F,c7prolte,Adreno (TM) 506,Phone,Qualcomm MSM8953,3547-3554MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy S9+,GM1917,star2lte,Adreno (TM) 512,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note5,SM-N920I,noblelte,Mali-T760MP8,Phone,Samsung Exynos 7420,2821-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy A50,SM-A505GT,a50,Mali-G72MP3,Phone,Samsung Exynos 9610,1491-3590MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6,SM-G920R7,zeroflteacg,Mali-T760MP8,Phone,Samsung Exynos 7420,2676-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy Note10+ 5G,SM-N976V,d2xq,Adreno (TM) 640,Phone,Qualcomm SM8150,3178MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6 Edge,SM-G925R7,zerolteacg,Mali-T760MP8,Phone,Samsung Exynos 7420,2676-2698MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy A8+(2018),SM-A730F,jackpot2lte,Adreno (TM) 630,Phone,Samsung Exynos 7885,1610-3701MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy M20,SM-M205F,m20lte,Mali-G71MP2,Phone,Samsung Exynos 7904,2729-3742MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy S7 Edge,SC-02H,SC-02H,Adreno (TM) 530,Phone,Qualcomm MSM8996,3415-3720MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy S8+,SM-G955F,dream2lte,Adreno (TM) 430,Phone,Samsung Exynos 8895,3452-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy A70s,SM-A7070,a70s,Adreno (TM) 612,Phone,Qualcomm SM6150,3413-3431MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy S6,SAMSUNG-SM-G920AZ,zeroflteaio,Mali-T760MP8,Phone,Samsung Exynos 7420,2678-2697MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S9+,SM-G965F,star2lte,Mali-T830MP1,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S10,SM-G973F,beyond1,Mali-G76MP12,Phone,Samsung Exynos 9820,3306-3329MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A40s,SM-A3050,a30c,Mali-G71MP2,Phone,Samsung Exynos 7904,1614-1618MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A11,SM-A115F,a11q,Adreno (TM) 506,Phone,Qualcomm SDM450,1815-2820MB,armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy C9 Pro,SM-C9008,c9ltechn,Adreno (TM) 510,Phone,Qualcomm MSM8976SG,1736-1744MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;25;26
Samsung,Galaxy Tab Pro 8.4,SM-T325,mondrianlte,Adreno (TM) 330,Tablet,Qualcomm MSM8974,1819MB,armeabi;armeabi-v7a,3,19
Samsung,Galaxy A6,SM-A600GN,a6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,2811-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Note Fan Edition,SM-N935S,gracerlteskt,Mali-T880MP12,Phone,Samsung Exynos 8890,3524-3756MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy S10,SM-G973XU,beyond1q,Adreno (TM) 640,Phone,Qualcomm SM8150,953-3381MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Note 10.1,SM-P605S,lt03lteskt,Adreno (TM) 330,Tablet,Qualcomm MSM8974,2410-2804MB,armeabi;armeabi-v7a,3,18;19
Samsung,Galaxy S9+,SM-G965U,star2qltechn,Adreno (TM) 630,Phone,Qualcomm SDM845,912-1483MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy Grand Prime Plus,SM-G532MT,grandppltedtv,Mali-T720MP2,Phone,Mediatek MT6737T,1404MB,armeabi;armeabi-v7a,3,23
Samsung,Galaxy M20,SM-M205G,m20lte,Mali-G71MP2,Phone,Samsung Exynos 7904,2729-3742MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy A8(2018),SM-A530W,jackpotltecan,Mali-G71MP2,Phone,Samsung Exynos 7885,3699-3701MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Samsung,Galaxy A5(2017),SM-A520W,a5y17ltecan,Mali-T830MP3,Phone,Samsung Exynos 7880,2804-2815MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy M10,SM-M105G,m10lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1806-2814MB,armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy Tab S2,SM-T818,gts210velte,Adreno (TM) 510,Tablet,Qualcomm MSM8976,2805-2816MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Samsung,Galaxy A70,SM-A7050,a70q,Adreno (TM) 612,Phone,Qualcomm SM6150,1418-1438MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy Tap Pro 10.1,SM-T525,picassolte,Adreno (TM) 330,Tablet,Qualcomm MSM8974,1782-1820MB,armeabi;armeabi-v7a,3,19
Samsung,Galaxy C8,SM-C7100,jadeltechn,Mali-T880MP2,Phone,Mediatek MT6757V,2679-3708MB,armeabi;armeabi-v7a,3.2,25;27
Samsung,Galaxy M10,SM-M105M,m10lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1806-2814MB,armeabi;armeabi-v7a,3.2,27;28;29
Samsung,Galaxy S5 ,SM-G900FD,klte,Adreno (TM) 330,Phone,Qualcomm MSM8974,1704-1857MB,armeabi;armeabi-v7a,3,19;21;23
Samsung,Galaxy Tab S2,SM-T719Y,gts28velte,Adreno (TM) 510,Tablet,Qualcomm MSM8976,2805-2816MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24
Samsung,Galaxy J5(2016),SM-J510F,j5xnlte,Adreno (TM) 306,Phone,Qualcomm MSM8916,1891-1892MB,armeabi;armeabi-v7a,3,23;25
Samsung,Galaxy S9+,SM-G965F,star2lte,Adreno (TM) 506,Phone,Samsung Exynos 9810,1099-1525MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Samsung,Galaxy S6 Edge+,SM-G9280,zenltechn,Mali-T760MP8,Phone,Samsung Exynos 7420,3662-3664MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,22;23;24
Samsung,Galaxy C5 Pro,SM-C5018,c5proltechn,Adreno (TM) 506,Phone,Qualcomm MSM8953,3547-3554MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Note 10.1 2014 Edition,SM-P600,lt03wifi,Mali-T628,Tablet,Samsung Exynos 5420,2775-2777MB,armeabi;armeabi-v7a,3,18;19;22
Samsung,Galaxy A90 5G,SM-A908N,r3q,Adreno (TM) 640,Phone,Qualcomm SM8150,1279-3279MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy A3(2017),SM-A320F,a3y17lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1817-1820MB,armeabi;armeabi-v7a,3.1;3.2,23;24;26
Samsung,Galaxy Tab S2 9.7,SM-T817V,gts210ltevzw,Mali-T760MP6,Tablet,Samsung Exynos 5433,2763-2793MB,armeabi;armeabi-v7a,3.1;3.2,21;22;23;24
Samsung,Galaxy S8+,SM-G955F,dream2lte,Mali-G71MP20,Phone,Samsung Exynos 8895,3452-3679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26;28
Samsung,Galaxy Note3,SM-N900K,hltektt,Adreno (TM) 330,Phone,Qualcomm MSM8974,2440-2833MB,armeabi;armeabi-v7a,3,18;19;21
Samsung,Galaxy A10e,SM-A102N,a10ekx,Mali-G71MP2,Phone,Samsung Exynos 7884B,1720-1724MB,armeabi;armeabi-v7a,3.2,28;29
Samsung,Galaxy On7(2016),SM-G610F,on7xeltelgt,Mali-T830MP1,Phone,Samsung Exynos 7870,2826-2828MB,armeabi;armeabi-v7a,3.1;3.2,23;24;27
Samsung,Galaxy Tab A7,SM-T500,gta4lwifi,Adreno (TM) 610,Tablet,Qualcomm SM6115,2655-2705MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Samsung,Galaxy J7 Neo,SM-J701MT,j7velte,Mali-T830MP1,Phone,Samsung Exynos 7870,1798-1804MB,armeabi;armeabi-v7a,3.2,24;27;28
Samsung,Galaxy J6,SM-J600GF,j6lte,Mali-T830MP1,Phone,Samsung Exynos 7870,1805-3822MB,armeabi;armeabi-v7a,3.2,26;28;29
