Manufacturer,Model Name,Device Name,Model Code,GPU,Form Factor,System on Chip,Total MEM,ABIs,OpenGL ES Versions,SDK
Asus,ZenFone 6 (ZS630KL) (WW) / 6Z (ZS630KL) (IN),ASUS_I01WD,ASUS_I01WD,Adreno (TM) 640,Phone,Qualcomm SM8150,1404MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00PD,ASUS_X00P_2,Adreno (TM) 505,Phone,Qualcomm MSM8937,2854-2859MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone Max M1 (ZB556KL) / ZenFone Max M1/M2/M3 (ZB555KL),ASUS_X00PD,ASUS_X00P_3,Adreno (TM) 505,Phone,Qualcomm MSM8937,2854-2859MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone 5 (ZE620KL),ASUS_X00QD,ASUS_X00QD,Adreno (TM) 509,Phone,Qualcomm SDM636,3740-3745MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone 3 Max (ZC553KL),ASUS_X00DD,ASUS_X00DD,Adreno (TM) 505,Phone,Qualcomm MSM8937,2858-2866MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;25;27
Asus,ZenFone 5 (ZE620KL),ASUS_X00QD,ASUS_X00QD,Adreno (TM) 512,Phone,Qualcomm SDM636,3740-3745MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone 3 (ZE520KL),ASUS_Z017DB,ASUS_Z017D_1,Adreno (TM) 506,Phone,Qualcomm MSM8953,1849-3606MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Asus,ZenFone 3 (ZE520KL),ZE520KL,ASUS_Z017D_1,Adreno (TM) 506,Phone,Qualcomm MSM8953,1849-3606MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Asus,ZenFone 3 (ZE552KL),ASUS_Z012DA,ASUS_Z012D,Adreno (TM) 506,Phone,Qualcomm MSM8953,3606-3607MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;24;26
Asus,ZenFone 4 (ZE554KL),ASUS_Z01KS,ASUS_Z01KDA,Adreno (TM) 508,Phone,Qualcomm SDM630,3744-3748MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26;28
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00RD,ASUS_X00R_5,Adreno (TM) 505,Phone,Qualcomm MSM8937,1863-1869MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone Lite L1 (ZA551KL) / ZenFone Live L1/L2 (ZA550KL),ASUS_X00RD,ASUS_X00R_6,Adreno (TM) 505,Phone,Qualcomm MSM8940,1839-1864MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26;28;29
Asus,ZenFone Max M2 (ZB633KL) (WW) / Max M2 (ZB632KL) (IN),ZB633KL,ASUS_X01A_1,Adreno (TM) 506,Phone,Qualcomm SDM632,2703-3577MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Asus,ZenFone 4 Max (ZC520KL),ZC520KL,ASUS_X00HD_4,Adreno (TM) 505,Phone,Qualcomm MSM8937,2840-2846MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27;28
Asus,ZenFone 3 Zoom (ZE553KL),ZE553KL,ASUS_Z01H_1,Adreno (TM) 506,Phone,Qualcomm MSM8953,3599-3601MB,arm64-v8a;armeabi;armeabi-v7a,3.1;3.2,23;25;26
Asus,ZenFone Max Pro M1 (ZB602KL) (WW) / Max Pro M1 (ZB601KL) (IN),ASUS_X00TD,ASUS_X00T_4,Adreno (TM) 512,Phone,Qualcomm SDM636,3745-3747MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Asus,ZenFone 4 Max (ZC554KL),ZC554KL,ASUS_X00IDB,Adreno (TM) 505,Phone,Qualcomm MSM8937,2840-2846MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27;28
BEISTA,X104-EEA,X104-EEA,X104-EEA,PowerVR Rogue GE8320,Tablet,Mediatek MT6762,1631-3632MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Billion,Billion Capture+,Capture%2B,rimoB,Adreno (TM) 506,Phone,Qualcomm MSM8953,2852-3584MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
BKAV,B2017,Bphone B2017,B2017,Adreno (TM) 506,Phone,Qualcomm MSM8953,2868MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
BlackBerry,BlackBerry MOTION,BBD100-1,bbd100,Adreno (TM) 506,Phone,Qualcomm MSM8953,3557-3601MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
BlackBerry,KEYone,BBB100-2,bbb100,Adreno (TM) 506,Phone,Qualcomm MSM8953,2805-3609MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
BlackBerry,DTEK60,BBA100-2,argon,Adreno (TM) 530,Phone,Qualcomm MSM8996,3747MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
BlackBerry,PRIV by BlackBerry,STV100-2,venice,Adreno (TM) 418,Phone,Qualcomm MSM8992,2818-2819MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
BlackBerry,KEYone,BBB100-7,bbb100,Adreno (TM) 506,Phone,Qualcomm MSM8953,2805-3609MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
BlackBerry,BlackBerry Evolve,BBG100-1,bbg100,Adreno (TM) 506,Phone,Qualcomm SDA450,3612MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BlackBerry,KEYone,BBB100-1,bbb100,Adreno (TM) 506,Phone,Qualcomm MSM8953,2805-3609MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
BlackBerry,PRIV by BlackBerry,STV100-1,venice,Adreno (TM) 418,Phone,Qualcomm MSM8992,2818-2819MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
BlackBerry,BlackBerry KEY2,BBF100-2,bbf100,Adreno (TM) 512,Phone,Qualcomm SDM660,1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BlackBerry,PRIV by BlackBerry,STV100-3,venice,Adreno (TM) 418,Phone,Qualcomm MSM8992,2818-2819MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
BlackBerry,BlackBerry KEY2,BBF100-6,bbf100,Adreno (TM) 512,Phone,Qualcomm SDM660,1617MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BlackBerry,PRIV by BlackBerry,STV100-4,venice,Adreno (TM) 418,Phone,Qualcomm MSM8992,2818-2819MB,arm64-v8a;armeabi;armeabi-v7a,3.1,22;23
BlackBerry,KEYone,BBB100-5,bbb100,Adreno (TM) 506,Phone,Qualcomm MSM8953,2805-3609MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Blackshark,Shark,SKR-A0,shark,Adreno (TM) 630,Phone,Qualcomm SDM845,3590-3593MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Blackshark,KLE-A0,SHARK KLE-A0,klein,Adreno (TM) 650,Phone,Qualcomm SM8250,3458-3568MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackshark,黑鲨游戏手机 2 Pro,DLT-A0,darklighter,Adreno (TM) 640,Phone,Qualcomm SM8150,3313-3424MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackshark,Black Shark 2,SKW-A0,skywalker,Adreno (TM) 640,Phone,Qualcomm SM8150,3424MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackshark,MBU-H0,SHARK MBU-A0,mobius,Adreno (TM) 650,Phone,Qualcomm SM8250,3458MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackshark,Shark 1S ,AWM-A0,bullhead,Adreno (TM) 630,Phone,Qualcomm SDM845,3588-3593MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;29
Blackshark,黑鲨游戏手机 2 Pro,DLT-H0,darklighter,Adreno (TM) 640,Phone,Qualcomm SM8150,3313-3424MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackshark,Black Shark 2,SKW-H0,skywalker,Adreno (TM) 640,Phone,Qualcomm SM8150,3424MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackshark,KLE-A0,SHARK KLE-H0,klein,Adreno (TM) 650,Phone,Qualcomm SM8250,3458-3568MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackshark,Black Shark 2,SKW-A0,skywalker,Adreno (TM) 320,Phone,Qualcomm SM8150,3424MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackshark,MBU-H0,SHARK MBU-H0,mobius,Adreno (TM) 650,Phone,Qualcomm SM8250,3458MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackshark,Shark,SKR-H0,shark,Adreno (TM) 630,Phone,Qualcomm SDM845,3590-3593MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
Blackview,BV9000-F,BV9000-F,BV9000-F,Mali-T880MP2,Phone,Mediatek MT6757CD,3795MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26
Blackview,BV6800Pro-RU,BV6800Pro_RU,BV6800Pro_RU,Mali-T860MP2,Phone,Mediatek MT6750T,3745MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Blackview,BV9800,BV9800,BV9800,Mali-G72 MP3MP3,Phone,Mediatek MT6771T,1663MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,BV5900,BV5900,BV5900,PowerVR Rogue GE8300,Phone,Mediatek MT6761,2816-3072MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackview,P10000 Pro,P10000 Pro,P10000_Pro,Mali-G71MP2,Phone,Mediatek MT6763,3784-3802MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Blackview,BV9000 Pro-F,BV9000Pro-F,BV9000Pro-F,Mali-T880MP2,Phone,Mediatek MT6757CD,1709MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;26
Blackview,BV9800Pro,BV9800Pro,BV9800Pro,Mali-G72 MP3MP3,Phone,Mediatek MT6771T,1663MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,BV8000 Pro,BV8000Pro,BV8000Pro,Mali-T880MP2,Phone,Mediatek MT6757,1683-1697MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24;26
Blackview,Blackview BV9900,BV9900,BV9900,PowerVR Rogue GM9446,Phone,Mediatek MT6779p90,3520MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,BV8000Pro_RU,BV8000Pro_RU,BV8000Pro_RU,Mali-T880MP2,Phone,Mediatek MT6757,1683MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Blackview,BV9600Pro,BV9600Pro,Blackview,Mali-G72 MP3MP3,Phone,Mediatek MT6771,1669-2888MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.2,23;24;27;28
Blackview,BV9600,BV9600,BV9600,Mali-G72 MP3MP3,Phone,Mediatek MT6771T,,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,Tab8_NEU,Tab8,Tab8_NEU,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,3778MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackview,BV7000Pro_RU,BV7000 Pro,BV7000_Pro,Mali-T860MP2,Phone,Mediatek MT6750T,3813MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Blackview,Blackview BV9500,BV9500,BV9500,Mali-G71MP2,Phone,Mediatek MT6763T,3827MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Blackview,BV6900,BV6900,BV6900,Mali-T880MP2,Phone,Mediatek MT6757CD,3814MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,BV9600E,BV9600E,BV9600E,Mali-G72 MP3MP3,Phone,Mediatek MT6771T,,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,BV9600Pro,BV6000,Blackview,Mali-T860MP2,Phone,Mediatek MT6771,1669-2888MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.2,23;24;27;28
Blackview,P6000,P6000,P6000,Mali-T880MP2,Phone,Mediatek MT6757,1715MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Blackview,BV6800Pro,BV6800Pro,BV6800Pro,Mali-T860MP2,Phone,Mediatek MT6750T,3745MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
Blackview,A80Pro,A80Pro,A80Pro,Mali-T880MP2,Phone,Mediatek MT6765,3766-3832MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blackview,BV9100,BV9100,BV9100,PowerVR Rogue GE8320,Phone,Mediatek MT6765,,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,Tab8,Tab8,Tab8,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,3778MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blackview,A60 Pro,A60Pro,A60Pro,PowerVR Rogue GE8300,Phone,Mediatek MT6761,2830MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blackview,Blackview P2,P2,P2,Mali-T860MP2,Phone,Mediatek MT6750T,3879MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Blackview,BV5500Pro,BV5500Pro,BV5500Pro,PowerVR Rogue GE8100,Phone,Mediatek MT6739CH,2894MB,armeabi;armeabi-v7a,3.2,28
Blackview,P10000 Pro,P10000_Pro,P10000_Pro,Mali-G71MP2,Phone,Mediatek MT6763,3784-3802MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
Blu,PURE XR,Pure XR,BLU_Pure_XR,Mali-T860MP2,Phone,Mediatek MT6755,3811MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Blu,Vivo 8,Vivo 8,V0150UU,Mali-T860MP2,Phone,Mediatek MT6765,3804MB,arm64-v8a;armeabi;armeabi-v7a,3.2,24
Blu,VIVO XI,Vivo XI,V0330WW,PowerVR Rogue GE8320,Phone,Mediatek MT6580,2828MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Blu,B110DL,B110DL,B110DL,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1827MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,Vivo XL4,Vivo XL4,V0350WW,PowerVR Rogue GE8320,Phone,Mediatek MT6762,2828MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Blu,BLU VIEW 1,VIEW 1,B100DL,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,1892MB,armeabi;armeabi-v7a,3.2,28
Blu,G9 PRO,G9 PRO,G0230WW,Mali-G72 MP3MP3,Phone,Mediatek MT6771,3725-3729MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blu,PURE XL,PURE XL,BLU_PURE_XL,PowerVR Rogue G6200,Phone,Mediatek MT6795,2710MB,arm64-v8a;armeabi;armeabi-v7a,3,22
Blu,G8,G8,G0170,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,G9,G9,G0130WW_SR,PowerVR Rogue GE8320,Phone,Mediatek MT6762,3770MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,G5,G5,G0090,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1817MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,G90 PRO,G90 PRO,G0370WW,Mali-G76 MC4MP4,Phone,Mediatek MT6785,3672MB,arm64-v8a;armeabi;armeabi-v7a,3.2,29
Blu,D701,D701,D701,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1817MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,VIVO VI+,Vivo XI PLUS,V0310WW,Mali-G72 MP3MP3,Phone,Mediatek MT6771,1676-3768MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Blu,G9 PRO,G9 PRO,G0231WW,Mali-G72 MP3MP3,Phone,Mediatek MT6771,3724-3729MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Blu,G0290WW,G80,G0290WW,Mali-G71MP2,Phone,Mediatek MT6763,2836MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,G6,G6,G0210,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,BOLD N1,BOLD N1,N0030WW,Mali-G72 MP3MP3,Phone,Mediatek MT6771,3725MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,G9,G9,G0130WW,PowerVR Rogue GE8320,Phone,Mediatek MT6762,3771MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,LIFE ONE X2,Life One X2,Life_One_X2,Adreno (TM) 505,Phone,Qualcomm MSM8937,3636MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Blu,G60,G60,G0270WW,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,VIVO VI+,Vivo XI%2B,V0310WW,Mali-G72 MP3MP3,Phone,Mediatek MT6771,1676-3768MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28
Blu,G5 Plus,G5 Plus,G0190,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1817MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Blu,M6,M6,M0030TT,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1817MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Bluebird,RT080,RT080,RT080,Adreno (TM) 506,Tablet,Qualcomm MSM8953,1858-1864MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;28
Bluedigit,RAVOZ R8,RAVOZ R8,RAVOZ_R8,Mali-G71MP2,Phone,Mediatek MT6763,3808MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
bq,Aquaris X2 PRO,Aquaris X2 Pro,zangyapro_sprout,Adreno (TM) 512,Phone,Qualcomm SDM660,3735-3742MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
bq,Aquaris X,Aquaris X,bardock,Adreno (TM) 506,Phone,Qualcomm MSM8956,2804-2826MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
bq,Aquaris V Plus,Aquaris V Plus,raditz,Adreno (TM) 505,Phone,Qualcomm MSM8940,2831-2852MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
bq,Aquaris U2,Aquaris U2,yamcha,Adreno (TM) 505,Phone,Qualcomm SDM435,1845-1870MB,armeabi;armeabi-v7a,3.2,25;27
bq,Aquaris X2,Aquaris X2,zangya_sprout,Adreno (TM) 509,Phone,Qualcomm SDM636,2738-2745MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27;28;29
bq,Aquaris U Plus,Aquaris U Plus,tenshi,Adreno (TM) 505,Phone,Qualcomm MSM8937,1883-2885MB,armeabi;armeabi-v7a,3.1;3.2,23;25;27
bq,Aquaris X Pro,Aquaris X Pro,bardock-pro,Adreno (TM) 506,Phone,Qualcomm MSM8953,3556-3578MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25;27
bq,Aquaris U,Aquaris U,chaozu,Adreno (TM) 505,Phone,Qualcomm MSM8937,1871-1883MB,armeabi;armeabi-v7a,3.1;3.2,23;25;27
bq,Aquaris Vs,Aquaris VS,nappa_s,Adreno (TM) 505,Phone,Qualcomm MSM8937,2900-3645MB,armeabi;armeabi-v7a,3.2,25;27
BQru,5701L Slim,BQ-5701L,BQru-5701L,Mali-T720MP2,Phone,Mediatek MT6737T,1896MB,arm64-v8a;armeabi;armeabi-v7a,3.1,24
BQru,BQ-5731L Magic S,BQ-5731L,BQru-5731L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-6042,BQ-6042L,BQru-6042L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1818-1829MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
BQru,BQ-7038G,BQ-7038G,BQru-7038G,Mali-T820MP1,Phone,Spreadtrum SC7731E,1938MB,armeabi;armeabi-v7a,3.2,28
BQru,BQ-5732L,BQ-5732L,BQru-5732L,Mali-G72 MP3MP3,Phone,Mediatek MT6771,2756MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-6035L,BQ-6035L,BQru-6035L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1820MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-5530L,BQ-5530L,BQru-5530L,PowerVR Rogue GE8100,Phone,Mediatek MT6739WW,2896MB,armeabi;armeabi-v7a,3.2,28
BQru,BQ-5016G,BQ-5016G,BQru-5016G,Mali-T820MP1,Phone,Spreadtrum SC7731E,1938MB,armeabi;armeabi-v7a,3.2,28
BQru,BQ-6040L,BQ-6040L,BQru-6040L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-5700L Space X,BQ-5700L,BQru-5700L,Adreno (TM) 505,Phone,Qualcomm MSM8937,2858MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
BQru,BQ-6200L Aurora,BQ-6200L,BQru-6200L,Mali-G72 MP3MP3,Phone,Mediatek MT6771,3765MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BQru,BQ-5528L,BQ-5528L,BQru-5528L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-6015L Universe,BQ-6015L,BQru-6015L,Adreno (TM) 505,Phone,Qualcomm MSM8940,2851MB,arm64-v8a;armeabi;armeabi-v7a,3.2,26
BQru,BQru-1022L,BQ-1022L,BQru-1022L,Mali-T820MP1,Tablet,Spreadtrum SC9832E,1796MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-6424L,BQ-6424L,BQru-6424L,Mali-G71MP2,Phone,Mediatek MT6763,3072MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-5517L TWIN PRO,BQ-5517L,BQru-5517L,Mali-T860MP2,Phone,Mediatek MT6750,3756MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BQru,BQ-5730L,BQ-5730L,BQru-5730L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-5535L,BQ-5535L,BQru-5535L,PowerVR Rogue GE8322,Phone,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BQru,BQ-5541L,BQ-5541L,BQru-5541L,PowerVR Rogue GE8320,Phone,Mediatek MT6762,,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Brandt,B-ONE,B-ONE,B-ONE,Adreno (TM) 506,Phone,Qualcomm SDM450,,arm64-v8a;armeabi;armeabi-v7a,3.2,27
BRIGMTON,BTPC-1023OC4G_EEA,BTPC-1023OC4G,BTPC-1023OC4G,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,1819MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
BRIGMTON,BTPC-1025OC,BTPC-1025OC,BTPC-1025OC,PowerVR Rogue GE8322,Tablet,Spreadtrum SC9863A,2824MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Brown,brown tab1,brown tab1,brown_tab1,Mali-T880MP4,Tablet,Mediatek MT6797,3769MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Casper,VIA A3 Plus,VIA_A3_Plus,VIA_A3_Plus,Mali-G72 MP3MP3,Phone,Mediatek MT6771,1679MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Casper,VIA P3,VIA_P3,VIA_P3,Mali-G72 MP3MP3,Phone,Mediatek MT6765,2756MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Casper,VIA_A3,VIA_A3,VIA_A3,Adreno (TM) 506,Phone,Qualcomm SDM450,3577MB,arm64-v8a;armeabi;armeabi-v7a,3.2,27
Casper,VIA_A1_Plus,VIA_A1_Plus_64,BBL7551TC,Mali-T860MP2,Phone,Mediatek MT6755M,3824MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Casper,VIA_A1,VIA_A1,VIA_A1,Mali-T860MP2,Phone,Mediatek MT6735,3804-3811MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.2,23;24
Casper,VIA_S,VIA_S,VIA_S,PowerVR Rogue GE8320,Phone,Mediatek MT6762,2818MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Casper,VIA_E3,VIA_E3,VIA_E3,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1825MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Casper,VIA_A1_Plus,VIA_A1_Plus,BBL7551TC,Mali-T860MP2,Phone,Mediatek MT6755M,3824MB,arm64-v8a;armeabi;armeabi-v7a,3,23
Casper,VIA_A1_1,VIA_A1_1,VIA_A1_1,Mali-T860MP2,Phone,Mediatek MT6735,3804-3811MB,arm64-v8a;armeabi;armeabi-v7a,3.0;3.2,23;24
Casper,VIA A4,VIA A4,VIA_A4,Mali-G71MP2,Phone,Mediatek MT6763,3824-3841MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Casper,L20,L20,L20,Mali-G71MP2,Tablet,Mediatek MT6763,2831MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Casper,VIA A4,VIA A4,VIA_A4,Mali-G71 MP2MP2,Phone,Mediatek MT6763,3824-3841MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Casper,VIA A2,CASPER_VIA_A2,CASPER_VIA_A2,Adreno (TM) 505,Phone,Qualcomm MSM8937,2858MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Casper,VIA_F3,VIA_F3,VIA_F3,PowerVR Rogue GE8320,Phone,Mediatek MT6765,2835MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Casper,S20,S20,S20,Mali-T720MP2,Tablet,Mediatek MT8163,2958MB,arm64-v8a;armeabi;armeabi-v7a,3.1,28
Cat,Cat S52,S52,CatS52,PowerVR Rogue GE8320,Phone,Mediatek MT6765,3769-3838MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28;29
Condor,PGN511,PGN511,PGN511,Mali-T760MP2,Phone,Mediatek MT6752,1886MB,arm64-v8a;armeabi;armeabi-v7a,3,21
Coolpad,C106-8,C106,cool_c1,Adreno (TM) 510,Phone,Qualcomm MSM8976,2839-3607MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Coolpad, 1826-I01,1826-I01,1826-I01,PowerVR Rogue GE8320,Phone,Mediatek MT6762,3776MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Coolpad,cp3648A,cp3648A,cp3648a,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1823MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
Coolpad,Coolpad C1-U02,C1-U02,C103,Adreno (TM) 510,Phone,Qualcomm MSM8976,2839MB,arm64-v8a;armeabi;armeabi-v7a,3.1,23
Coolpad,Coolpad VCR-I0,victor,victor,Adreno (TM) 510,Phone,Qualcomm MSM8976SG,1795MB,arm64-v8a;armeabi;armeabi-v7a,3.2,25
Coolpad,cp3648AT,cp3648AT,cp3648at,PowerVR Rogue GE8300,Phone,Mediatek MT6761,1823MB,arm64-v8a;armeabi;armeabi-v7a,3.2,28
